post_id,title,description,category,price,dong,latitude,longitude,created_at,view_count,like_count,chat_count
786,분유포트 상태 좋아요,봉천동 인근에서 거래 원합니다. 분유포트 필요하신 분 연락 주세요.,유아용품,18000,봉천동,37.4815379654494,126.94477462843182,2026-05-14 00:21:03,425,89,1
787,담요 저렴하게 내놓습니다,담요 판매합니다. 봉천동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활용품,47000,봉천동,37.479399375564256,126.94214721768552,2026-05-08 14:21:03,892,76,44
788,푸쉬업바 판매합니다,푸쉬업바 상태 양호합니다. 낙성대동 근처에서 시간 맞춰 거래 가능합니다.,스포츠/레저,11000,낙성대동,37.47215005279516,126.96339928434824,2026-05-16 12:27:03,585,32,48
789,도시락통 사용감 적어요,집 정리하면서 도시락통 내놓습니다. 낙성대동에서 직거래 가능합니다.,생활용품,24000,낙성대동,37.47473396828019,126.95894102398492,2026-06-05 10:13:03,57,66,50
790,수납장 이사 정리합니다,수납장 상태 양호합니다. 사당동 근처에서 시간 맞춰 거래 가능합니다.,가구/인테리어,110000,사당동,37.47822616996614,126.97704735552647,2026-05-17 00:00:03,224,88,6
791,아이패드 에어 상태 좋아요,아이패드 에어 판매합니다. 대학동 근처 직거래 가능하고 사용감은 적은 편입니다.,디지털기기,418000,대학동,37.466884921149095,126.93802312742636,2026-05-17 00:19:03,615,45,17
792,전기밥솥 거의 새상품입니다,집 정리하면서 전기밥솥 내놓습니다. 대학동에서 직거래 가능합니다.,생활가전,196000,대학동,37.472365256704784,126.94120199328174,2026-05-08 12:07:03,477,10,16
793,전신거울 급처합니다,봉천동 인근에서 거래 원합니다. 전신거울 필요하신 분 연락 주세요.,가구/인테리어,34000,봉천동,37.48364944692284,126.94079686472575,2026-05-14 05:56:03,683,82,32
794,스탠드 조명 필요하신 분 가져가세요,상도동에서 거래 가능한 스탠드 조명입니다. 상태 좋고 빠른 거래 원합니다.,가구/인테리어,41000,상도동,37.50008368784836,126.9266595935918,2026-06-03 09:25:03,554,14,43
795,로봇청소기 사용감 적어요,로봇청소기 판매합니다. 대학동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활가전,488000,대학동,37.469386323513966,126.93285002729466,2026-05-29 09:32:03,110,48,14
796,토스터기 거의 새상품입니다,흑석동에서 거래 가능한 토스터기입니다. 상태 좋고 빠른 거래 원합니다.,생활가전,41000,흑석동,37.50651053966936,126.95959066152398,2026-05-24 18:56:03,896,36,35
797,아이패드 미니 사용감 적어요,아이패드 미니 판매합니다. 상도동 근처 직거래 가능하고 사용감은 적은 편입니다.,디지털기기,426000,상도동,37.50054616978482,126.93449630016109,2026-05-10 17:49:03,817,68,35
798,목줄 상태 좋아요,대학동에서 거래 가능한 목줄입니다. 상태 좋고 빠른 거래 원합니다.,반려동물용품,24000,대학동,37.469388006646,126.9391542237481,2026-05-19 19:23:03,683,16,9
799,보조배터리 사용감 적어요,보조배터리 상태 양호합니다. 청룡동 근처에서 시간 맞춰 거래 가능합니다.,디지털기기,31000,청룡동,37.48122229245654,126.95045822974387,2026-05-14 03:21:03,459,45,29
800,아기 옷 세트 급처합니다,대학동에서 거래 가능한 아기 옷 세트입니다. 상태 좋고 빠른 거래 원합니다.,유아용품,24000,대학동,37.466366932124636,126.93420036740488,2026-05-23 06:38:03,102,81,5
801,토스터기 판매합니다,봉천동 인근에서 거래 원합니다. 토스터기 필요하신 분 연락 주세요.,생활가전,43000,봉천동,37.48437033063089,126.94592441418847,2026-05-07 01:41:03,905,1,27
802,협탁 이사 정리합니다,집 정리하면서 협탁 내놓습니다. 봉천동에서 직거래 가능합니다.,가구/인테리어,11000,봉천동,37.4847416007299,126.94362591713774,2026-05-17 10:34:03,861,95,0
803,등산화 판매합니다,등산화 판매합니다. 흑석동 근처 직거래 가능하고 사용감은 적은 편입니다.,스포츠/레저,154000,흑석동,37.50893684484015,126.96812483602247,2026-05-08 10:21:03,86,46,8
804,블록 장난감 필요하신 분 가져가세요,낙성대동 인근에서 거래 원합니다. 블록 장난감 필요하신 분 연락 주세요.,유아용품,19000,낙성대동,37.48037806161924,126.95650064739431,2026-05-25 20:17:03,861,69,49
805,반려동물 이동장 거의 새상품입니다,청룡동에서 거래 가능한 반려동물 이동장입니다. 상태 좋고 빠른 거래 원합니다.,반려동물용품,90000,청룡동,37.48135529012872,126.95663417857851,2026-05-18 05:19:03,955,39,41
806,스크래쳐 이사 정리합니다,신림동 인근에서 거래 원합니다. 스크래쳐 필요하신 분 연락 주세요.,반려동물용품,5000,신림동,37.4792515441112,126.93290196276624,2026-05-17 03:11:03,315,45,6
807,암막 커튼 사용감 적어요,신림동에서 거래 가능한 암막 커튼입니다. 상태 좋고 빠른 거래 원합니다.,가구/인테리어,65000,신림동,37.4833071905288,126.93313109112438,2026-05-21 11:27:03,551,65,9
808,갤럭시 S23 거의 새상품입니다,집 정리하면서 갤럭시 S23 내놓습니다. 청룡동에서 직거래 가능합니다.,디지털기기,652000,청룡동,37.48431543854099,126.9487869499288,2026-05-25 08:09:03,448,23,34
809,하네스 이사 정리합니다,하네스 판매합니다. 낙성대동 근처 직거래 가능하고 사용감은 적은 편입니다.,반려동물용품,27000,낙성대동,37.47290665643137,126.95644899764063,2026-05-13 04:32:03,377,90,12
810,암막 커튼 필요하신 분 가져가세요,사당동에서 거래 가능한 암막 커튼입니다. 상태 좋고 빠른 거래 원합니다.,가구/인테리어,30000,사당동,37.47278792306044,126.98149067834244,2026-05-15 11:02:03,992,85,17
811,물그릇 상태 좋아요,집 정리하면서 물그릇 내놓습니다. 사당동에서 직거래 가능합니다.,반려동물용품,19000,사당동,37.47269732784015,126.97767879584974,2026-05-12 17:39:03,855,49,8
812,갤럭시 S23 상태 좋아요,갤럭시 S23 상태 양호합니다. 사당동 근처에서 시간 맞춰 거래 가능합니다.,디지털기기,456000,사당동,37.47589665051225,126.98257086822521,2026-05-11 20:17:03,63,86,21
813,무선 마우스 이사 정리합니다,대학동 인근에서 거래 원합니다. 무선 마우스 필요하신 분 연락 주세요.,디지털기기,36000,대학동,37.47071239835522,126.93429466786394,2026-06-03 04:17:03,642,19,46
814,제습기 급처합니다,제습기 판매합니다. 상도동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활가전,191000,상도동,37.49641188249504,126.93592551668397,2026-05-14 13:48:03,757,64,39
815,게임 패드 급처합니다,게임 패드 판매합니다. 봉천동 근처 직거래 가능하고 사용감은 적은 편입니다.,게임/취미,35000,봉천동,37.477776613451276,126.93859643493376,2026-06-04 09:20:03,961,18,27
816,무선 키보드 필요하신 분 가져가세요,무선 키보드 판매합니다. 대학동 근처 직거래 가능하고 사용감은 적은 편입니다.,디지털기기,24000,대학동,37.47203873155502,126.93484289989993,2026-05-26 04:02:03,72,65,27
817,컴퓨터활용능력 교재 거의 새상품입니다,집 정리하면서 컴퓨터활용능력 교재 내놓습니다. 사당동에서 직거래 가능합니다.,도서,12000,사당동,37.478204307572895,126.97981639606446,2026-05-26 16:21:03,51,0,3
818,자기계발서 거의 새상품입니다,집 정리하면서 자기계발서 내놓습니다. 봉천동에서 직거래 가능합니다.,도서,10000,봉천동,37.47856887220956,126.93673661583385,2026-05-28 02:09:03,352,38,7
819,빨래 건조대 사용감 적어요,사당동 인근에서 거래 원합니다. 빨래 건조대 필요하신 분 연락 주세요.,생활용품,42000,사당동,37.47370033301892,126.98044049356633,2026-05-19 22:09:03,253,83,17
820,믹서기 저렴하게 내놓습니다,믹서기 상태 양호합니다. 신림동 근처에서 시간 맞춰 거래 가능합니다.,생활가전,34000,신림동,37.48861818002958,126.93019010369055,2026-05-29 19:04:03,957,12,4
821,영어 회화책 이사 정리합니다,영어 회화책 상태 양호합니다. 청룡동 근처에서 시간 맞춰 거래 가능합니다.,도서,9000,청룡동,37.478725255075965,126.95647075342531,2026-06-04 13:20:03,438,70,45
822,공구 세트 사용감 적어요,흑석동에서 거래 가능한 공구 세트입니다. 상태 좋고 빠른 거래 원합니다.,생활용품,65000,흑석동,37.50401874898426,126.9645915366228,2026-06-03 02:06:03,546,64,50
823,원목 식탁 판매합니다,원목 식탁 판매합니다. 신림동 근처 직거래 가능하고 사용감은 적은 편입니다.,가구/인테리어,253000,신림동,37.4808551822005,126.93150727791408,2026-05-20 19:58:03,901,65,4
824,아기 옷 세트 필요하신 분 가져가세요,아기 옷 세트 상태 양호합니다. 상도동 근처에서 시간 맞춰 거래 가능합니다.,유아용품,22000,상도동,37.50052112755006,126.9260886132478,2026-05-30 12:32:03,173,73,13
825,방향제 거의 새상품입니다,방향제 판매합니다. 대학동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활용품,12000,대학동,37.4660561246584,126.9341821677485,2026-05-14 08:57:03,131,21,14
826,외장하드 상태 좋아요,외장하드 판매합니다. 대학동 근처 직거래 가능하고 사용감은 적은 편입니다.,디지털기기,54000,대학동,37.46676184838126,126.93828645500447,2026-05-09 15:51:03,264,26,34
827,필름 카메라 사용감 적어요,필름 카메라 상태 양호합니다. 봉천동 근처에서 시간 맞춰 거래 가능합니다.,게임/취미,165000,봉천동,37.48084635140488,126.93717263431145,2026-05-13 13:06:03,929,78,18
828,갤럭시 버즈 급처합니다,갤럭시 버즈 판매합니다. 대학동 근처 직거래 가능하고 사용감은 적은 편입니다.,디지털기기,72000,대학동,37.4714326121499,126.93902602194144,2026-06-04 23:50:03,898,99,49
829,기저귀 정리함 거의 새상품입니다,집 정리하면서 기저귀 정리함 내놓습니다. 청룡동에서 직거래 가능합니다.,유아용품,19000,청룡동,37.48015463408199,126.95216055905756,2026-05-26 09:19:03,605,80,48
830,젖병 소독기 상태 좋아요,흑석동에서 거래 가능한 젖병 소독기입니다. 상태 좋고 빠른 거래 원합니다.,유아용품,146000,흑석동,37.509496579850506,126.96803355059099,2026-05-31 03:21:03,845,22,12
831,원목 식탁 판매합니다,원목 식탁 판매합니다. 대학동 근처 직거래 가능하고 사용감은 적은 편입니다.,가구/인테리어,140000,대학동,37.46703522359967,126.93606395030658,2026-05-10 04:49:03,632,24,4
832,스크래쳐 필요하신 분 가져가세요,스크래쳐 상태 양호합니다. 봉천동 근처에서 시간 맞춰 거래 가능합니다.,반려동물용품,13000,봉천동,37.477807159154864,126.94486562248271,2026-05-13 16:54:03,112,48,24
833,갤럭시 S23 급처합니다,봉천동 인근에서 거래 원합니다. 갤럭시 S23 필요하신 분 연락 주세요.,디지털기기,523000,봉천동,37.47866338944601,126.94396131510274,2026-05-05 20:54:03,23,1,50
834,아령 급처합니다,집 정리하면서 아령 내놓습니다. 낙성대동에서 직거래 가능합니다.,스포츠/레저,41000,낙성대동,37.47658908383507,126.95603808858513,2026-05-08 02:40:03,177,39,21
835,텀블러 저렴하게 내놓습니다,신림동에서 거래 가능한 텀블러입니다. 상태 좋고 빠른 거래 원합니다.,생활용품,9000,신림동,37.479212104206695,126.92624312745214,2026-05-19 08:26:03,533,53,9
836,반팔 티셔츠 필요하신 분 가져가세요,낙성대동 인근에서 거래 원합니다. 반팔 티셔츠 필요하신 분 연락 주세요.,의류,23000,낙성대동,37.4767182057507,126.96350768053459,2026-05-28 20:08:03,713,91,7
837,나이키 후드티 거의 새상품입니다,사당동에서 거래 가능한 나이키 후드티입니다. 상태 좋고 빠른 거래 원합니다.,의류,57000,사당동,37.477645063819814,126.97838067776775,2026-06-02 05:33:03,956,10,2
838,장우산 상태 좋아요,장우산 판매합니다. 상도동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활용품,24000,상도동,37.503354021682135,126.928710932785,2026-05-15 07:53:03,847,36,22
839,하네스 사용감 적어요,대학동에서 거래 가능한 하네스입니다. 상태 좋고 빠른 거래 원합니다.,반려동물용품,5000,대학동,37.46707780182887,126.93626695392739,2026-05-09 12:43:03,681,18,20
840,배변패드 저렴하게 내놓습니다,배변패드 상태 양호합니다. 봉천동 근처에서 시간 맞춰 거래 가능합니다.,반려동물용품,18000,봉천동,37.48754771682676,126.93841872336324,2026-05-05 18:15:03,158,11,20
841,젖병 소독기 사용감 적어요,집 정리하면서 젖병 소독기 내놓습니다. 흑석동에서 직거래 가능합니다.,유아용품,143000,흑석동,37.50518221277313,126.96804030267403,2026-05-14 03:54:03,822,81,21
842,바람막이 필요하신 분 가져가세요,바람막이 상태 양호합니다. 흑석동 근처에서 시간 맞춰 거래 가능합니다.,의류,83000,흑석동,37.50463617721356,126.96574921052917,2026-05-20 23:58:03,851,29,24
843,수건 세트 급처합니다,수건 세트 판매합니다. 봉천동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활용품,28000,봉천동,37.482339263501586,126.93793592679506,2026-06-05 10:38:03,27,46,35
844,에어프라이어 사용감 적어요,에어프라이어 판매합니다. 사당동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활가전,57000,사당동,37.4740249740847,126.98487821807747,2026-05-22 12:39:03,883,70,26
845,보조배터리 상태 좋아요,보조배터리 판매합니다. 봉천동 근처 직거래 가능하고 사용감은 적은 편입니다.,디지털기기,29000,봉천동,37.47814083345096,126.93766009831002,2026-05-13 16:48:03,998,54,23
846,플스4 게임 타이틀 이사 정리합니다,낙성대동에서 거래 가능한 플스4 게임 타이틀입니다. 상태 좋고 빠른 거래 원합니다.,게임/취미,19000,낙성대동,37.47749183154635,126.96173711258892,2026-05-25 13:27:03,260,9,0
847,침대 프레임 이사 정리합니다,침대 프레임 상태 양호합니다. 낙성대동 근처에서 시간 맞춰 거래 가능합니다.,가구/인테리어,228000,낙성대동,37.47623973636488,126.96004847152346,2026-05-06 08:02:03,431,92,21
848,갤럭시워치 저렴하게 내놓습니다,낙성대동에서 거래 가능한 갤럭시워치입니다. 상태 좋고 빠른 거래 원합니다.,디지털기기,244000,낙성대동,37.47190867576274,126.96192680094418,2026-06-03 21:44:03,187,64,10
849,반려동물 방석 거의 새상품입니다,반려동물 방석 판매합니다. 대학동 근처 직거래 가능하고 사용감은 적은 편입니다.,반려동물용품,59000,대학동,37.4753792628371,126.93305133356029,2026-05-07 12:15:03,104,66,24
850,바람막이 판매합니다,집 정리하면서 바람막이 내놓습니다. 청룡동에서 직거래 가능합니다.,의류,38000,청룡동,37.480884360956956,126.95083189660404,2026-05-09 17:57:03,629,9,44
851,아기 그림책 필요하신 분 가져가세요,낙성대동에서 거래 가능한 아기 그림책입니다. 상태 좋고 빠른 거래 원합니다.,유아용품,30000,낙성대동,37.472844000616504,126.95722701629127,2026-05-24 21:05:03,209,34,6
852,요가매트 급처합니다,요가매트 판매합니다. 대학동 근처 직거래 가능하고 사용감은 적은 편입니다.,스포츠/레저,39000,대학동,37.47469687014737,126.93367743809459,2026-06-02 15:19:03,621,1,48
853,울 코트 급처합니다,대학동에서 거래 가능한 울 코트입니다. 상태 좋고 빠른 거래 원합니다.,의류,175000,대학동,37.466080489009215,126.93273210935172,2026-05-18 15:56:03,819,61,2
854,파이썬 입문서 사용감 적어요,집 정리하면서 파이썬 입문서 내놓습니다. 대학동에서 직거래 가능합니다.,도서,24000,대학동,37.47533850742947,126.93882656810543,2026-05-30 06:44:03,410,92,22
855,무선청소기 필요하신 분 가져가세요,무선청소기 상태 양호합니다. 봉천동 근처에서 시간 맞춰 거래 가능합니다.,생활가전,116000,봉천동,37.48628812351316,126.93697408287004,2026-06-04 22:42:03,401,61,37
856,서랍장 이사 정리합니다,봉천동에서 거래 가능한 서랍장입니다. 상태 좋고 빠른 거래 원합니다.,가구/인테리어,106000,봉천동,37.48528825715173,126.93821047026465,2026-05-29 10:41:03,707,83,9
857,쿠션 사용감 적어요,쿠션 판매합니다. 흑석동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활용품,26000,흑석동,37.51270679930991,126.96634175000808,2026-05-27 05:53:03,886,55,2
858,아기 식탁의자 급처합니다,아기 식탁의자 판매합니다. 봉천동 근처 직거래 가능하고 사용감은 적은 편입니다.,유아용품,147000,봉천동,37.48627533676095,126.9445738303111,2026-06-02 17:23:03,794,39,35
859,전기장판 저렴하게 내놓습니다,흑석동 인근에서 거래 원합니다. 전기장판 필요하신 분 연락 주세요.,생활가전,31000,흑석동,37.50743328265796,126.95949229241543,2026-05-07 08:22:03,79,35,36
860,옷장 거의 새상품입니다,흑석동 인근에서 거래 원합니다. 옷장 필요하신 분 연락 주세요.,가구/인테리어,245000,흑석동,37.51351680645412,126.96348258995411,2026-05-08 02:51:03,956,17,7
861,캠핑 테이블 필요하신 분 가져가세요,캠핑 테이블 상태 양호합니다. 상도동 근처에서 시간 맞춰 거래 가능합니다.,스포츠/레저,53000,상도동,37.498336830956006,126.93282200896839,2026-05-22 06:00:03,875,79,20
862,방향제 거의 새상품입니다,방향제 상태 양호합니다. 신림동 근처에서 시간 맞춰 거래 가능합니다.,생활용품,23000,신림동,37.47927942945917,126.93253059784362,2026-06-03 17:42:03,260,89,35
863,경제경영 도서 상태 좋아요,상도동에서 거래 가능한 경제경영 도서입니다. 상태 좋고 빠른 거래 원합니다.,도서,12000,상도동,37.49928488698024,126.93135115755351,2026-05-24 02:50:03,105,44,29
864,고양이 캣타워 저렴하게 내놓습니다,낙성대동에서 거래 가능한 고양이 캣타워입니다. 상태 좋고 빠른 거래 원합니다.,반려동물용품,131000,낙성대동,37.47497284862268,126.96356438232097,2026-05-12 04:20:03,421,42,4
865,자동 급식기 이사 정리합니다,봉천동 인근에서 거래 원합니다. 자동 급식기 필요하신 분 연락 주세요.,반려동물용품,136000,봉천동,37.48400216381948,126.93980186619223,2026-06-04 00:23:03,981,60,9
866,삼성 노트북 필요하신 분 가져가세요,신림동 인근에서 거래 원합니다. 삼성 노트북 필요하신 분 연락 주세요.,디지털기기,690000,신림동,37.486036714403554,126.9266984811017,2026-05-21 11:29:03,226,2,48
867,게이밍 의자 상태 좋아요,봉천동 인근에서 거래 원합니다. 게이밍 의자 필요하신 분 연락 주세요.,가구/인테리어,143000,봉천동,37.48284777943001,126.9432964439968,2026-06-03 07:37:03,739,57,26
868,베스트셀러 소설 판매합니다,집 정리하면서 베스트셀러 소설 내놓습니다. 봉천동에서 직거래 가능합니다.,도서,10000,봉천동,37.482416252550145,126.94195506290859,2026-05-06 08:22:03,213,44,26
869,행거 사용감 적어요,상도동에서 거래 가능한 행거입니다. 상태 좋고 빠른 거래 원합니다.,가구/인테리어,45000,상도동,37.50038489360336,126.92744617239562,2026-05-10 22:20:03,89,92,42
870,요가매트 상태 좋아요,요가매트 판매합니다. 흑석동 근처 직거래 가능하고 사용감은 적은 편입니다.,스포츠/레저,36000,흑석동,37.50642802694147,126.96582286038128,2026-05-09 07:25:03,821,86,26
871,배변패드 상태 좋아요,배변패드 상태 양호합니다. 흑석동 근처에서 시간 맞춰 거래 가능합니다.,반려동물용품,8000,흑석동,37.50926086227703,126.96026101028032,2026-06-04 10:45:03,202,53,44
872,아기 식탁의자 사용감 적어요,아기 식탁의자 판매합니다. 청룡동 근처 직거래 가능하고 사용감은 적은 편입니다.,유아용품,23000,청룡동,37.484390515180515,126.94894745351816,2026-05-25 06:31:03,319,39,32
873,하네스 이사 정리합니다,집 정리하면서 하네스 내놓습니다. 상도동에서 직거래 가능합니다.,반려동물용품,27000,상도동,37.49573379999447,126.92775813805005,2026-05-25 00:05:03,545,97,21
874,젖병 소독기 상태 좋아요,젖병 소독기 상태 양호합니다. 낙성대동 근처에서 시간 맞춰 거래 가능합니다.,유아용품,131000,낙성대동,37.47617493671731,126.95643248362707,2026-05-24 07:38:03,685,88,43
875,Xbox 컨트롤러 저렴하게 내놓습니다,봉천동에서 거래 가능한 Xbox 컨트롤러입니다. 상태 좋고 빠른 거래 원합니다.,게임/취미,32000,봉천동,37.48383825691098,126.94204733741131,2026-05-17 04:26:03,518,95,48
876,반려동물 방석 판매합니다,집 정리하면서 반려동물 방석 내놓습니다. 대학동에서 직거래 가능합니다.,반려동물용품,32000,대학동,37.47416342632096,126.94130551495884,2026-05-29 02:57:03,400,14,12
877,배드민턴 라켓 필요하신 분 가져가세요,상도동에서 거래 가능한 배드민턴 라켓입니다. 상태 좋고 빠른 거래 원합니다.,스포츠/레저,52000,상도동,37.497244990705504,126.93438484174777,2026-05-11 10:00:03,300,34,42
878,기저귀 정리함 급처합니다,집 정리하면서 기저귀 정리함 내놓습니다. 신림동에서 직거래 가능합니다.,유아용품,7000,신림동,37.4874003439025,126.92999945674222,2026-06-05 17:23:03,819,47,33
879,실내 자전거 필요하신 분 가져가세요,실내 자전거 상태 양호합니다. 청룡동 근처에서 시간 맞춰 거래 가능합니다.,스포츠/레저,299000,청룡동,37.48421331646234,126.95347853615799,2026-05-24 10:53:03,669,50,3
880,암막 커튼 상태 좋아요,상도동 인근에서 거래 원합니다. 암막 커튼 필요하신 분 연락 주세요.,가구/인테리어,76000,상도동,37.49964257046568,126.93231441068477,2026-05-31 04:18:03,111,90,8
881,아기 그림책 거의 새상품입니다,낙성대동 인근에서 거래 원합니다. 아기 그림책 필요하신 분 연락 주세요.,유아용품,11000,낙성대동,37.47950032231459,126.95513048612385,2026-06-03 15:31:03,457,1,40
882,퍼즐 저렴하게 내놓습니다,상도동에서 거래 가능한 퍼즐입니다. 상태 좋고 빠른 거래 원합니다.,게임/취미,26000,상도동,37.498181213517974,126.92839721884225,2026-05-13 13:03:03,659,80,49
883,운동복 세트 급처합니다,집 정리하면서 운동복 세트 내놓습니다. 청룡동에서 직거래 가능합니다.,의류,48000,청룡동,37.47643140822637,126.95754797839666,2026-05-15 16:15:03,94,18,40
884,캡슐 커피머신 이사 정리합니다,봉천동에서 거래 가능한 캡슐 커피머신입니다. 상태 좋고 빠른 거래 원합니다.,생활가전,66000,봉천동,37.4825424505118,126.94021397317891,2026-05-27 08:35:03,194,11,4
885,바람막이 저렴하게 내놓습니다,흑석동에서 거래 가능한 바람막이입니다. 상태 좋고 빠른 거래 원합니다.,의류,67000,흑석동,37.507999071181956,126.96749713520659,2026-06-03 01:52:03,88,26,43
886,물그릇 상태 좋아요,낙성대동 인근에서 거래 원합니다. 물그릇 필요하신 분 연락 주세요.,반려동물용품,3000,낙성대동,37.48034808926816,126.95477207139551,2026-05-08 11:50:03,590,80,38
887,침낭 이사 정리합니다,침낭 판매합니다. 신림동 근처 직거래 가능하고 사용감은 적은 편입니다.,스포츠/레저,148000,신림동,37.479495552427764,126.92423038175092,2026-05-13 08:33:03,134,24,38
888,빨래 건조대 급처합니다,사당동에서 거래 가능한 빨래 건조대입니다. 상태 좋고 빠른 거래 원합니다.,생활용품,18000,사당동,37.47851601722984,126.97786580247787,2026-06-05 07:24:03,235,10,46
889,자기계발서 급처합니다,봉천동 인근에서 거래 원합니다. 자기계발서 필요하신 분 연락 주세요.,도서,22000,봉천동,37.48272656546729,126.94059942151623,2026-05-16 08:03:03,773,63,27
890,슬랙스 상태 좋아요,청룡동 인근에서 거래 원합니다. 슬랙스 필요하신 분 연락 주세요.,의류,35000,청룡동,37.47785653115467,126.94975831803036,2026-06-01 22:42:03,794,75,19
891,고양이 장난감 이사 정리합니다,고양이 장난감 상태 양호합니다. 상도동 근처에서 시간 맞춰 거래 가능합니다.,반려동물용품,26000,상도동,37.49889312975703,126.93167142034716,2026-05-28 06:53:03,120,77,24
892,아령 이사 정리합니다,낙성대동에서 거래 가능한 아령입니다. 상태 좋고 빠른 거래 원합니다.,스포츠/레저,37000,낙성대동,37.48130378082433,126.95890498186888,2026-05-27 23:06:03,310,77,41
893,유모차 저렴하게 내놓습니다,낙성대동 인근에서 거래 원합니다. 유모차 필요하신 분 연락 주세요.,유아용품,269000,낙성대동,37.47836954611626,126.95731964284369,2026-05-11 12:10:03,261,9,13
894,푸쉬업바 판매합니다,사당동에서 거래 가능한 푸쉬업바입니다. 상태 좋고 빠른 거래 원합니다.,스포츠/레저,27000,사당동,37.47721640583472,126.98045590883223,2026-05-26 11:03:03,591,41,14
895,레고 세트 급처합니다,레고 세트 상태 양호합니다. 봉천동 근처에서 시간 맞춰 거래 가능합니다.,게임/취미,162000,봉천동,37.483339483974326,126.94306270114345,2026-05-13 21:36:03,836,85,4
896,젖병 소독기 사용감 적어요,젖병 소독기 판매합니다. 청룡동 근처 직거래 가능하고 사용감은 적은 편입니다.,유아용품,32000,청룡동,37.47739259023101,126.95222785105787,2026-05-11 02:01:03,57,35,26
897,카메라 삼각대 필요하신 분 가져가세요,카메라 삼각대 상태 양호합니다. 청룡동 근처에서 시간 맞춰 거래 가능합니다.,게임/취미,12000,청룡동,37.48531643143458,126.9505436581888,2026-05-27 16:51:03,812,73,0
898,유모차 판매합니다,사당동에서 거래 가능한 유모차입니다. 상태 좋고 빠른 거래 원합니다.,유아용품,85000,사당동,37.47460998272558,126.97977189661813,2026-05-21 13:39:03,831,53,46
899,낚시대 저렴하게 내놓습니다,집 정리하면서 낚시대 내놓습니다. 사당동에서 직거래 가능합니다.,스포츠/레저,176000,사당동,37.48008672312804,126.98627152527797,2026-06-04 05:13:03,723,58,31
900,로봇청소기 저렴하게 내놓습니다,로봇청소기 판매합니다. 신림동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활가전,104000,신림동,37.48644253359703,126.92626341256278,2026-05-10 17:24:03,117,41,44
901,공기청정기 사용감 적어요,신림동에서 거래 가능한 공기청정기입니다. 상태 좋고 빠른 거래 원합니다.,생활가전,172000,신림동,37.481837271309594,126.93087921595668,2026-05-08 16:25:03,59,38,4
902,분유포트 상태 좋아요,분유포트 상태 양호합니다. 낙성대동 근처에서 시간 맞춰 거래 가능합니다.,유아용품,68000,낙성대동,37.477641303012355,126.96210153699263,2026-06-02 13:12:03,892,18,48
903,기저귀 정리함 이사 정리합니다,기저귀 정리함 상태 양호합니다. 봉천동 근처에서 시간 맞춰 거래 가능합니다.,유아용품,38000,봉천동,37.48081911363099,126.9439086458059,2026-05-28 23:02:03,687,62,17
904,블루종 자켓 거의 새상품입니다,대학동에서 거래 가능한 블루종 자켓입니다. 상태 좋고 빠른 거래 원합니다.,의류,110000,대학동,37.47254965065107,126.93255144402472,2026-05-19 09:50:03,672,94,13
905,강아지 하우스 급처합니다,강아지 하우스 판매합니다. 신림동 근처 직거래 가능하고 사용감은 적은 편입니다.,반려동물용품,69000,신림동,37.48128661458001,126.92990523099614,2026-05-10 05:20:03,509,13,21
906,쿠션 사용감 적어요,집 정리하면서 쿠션 내놓습니다. 대학동에서 직거래 가능합니다.,생활용품,46000,대학동,37.47476697244075,126.93565575748795,2026-06-01 01:26:03,946,16,14
907,배변패드 급처합니다,배변패드 판매합니다. 상도동 근처 직거래 가능하고 사용감은 적은 편입니다.,반려동물용품,7000,상도동,37.5010838296251,126.92747289734042,2026-05-28 04:22:03,712,39,36
908,캡슐 커피머신 급처합니다,집 정리하면서 캡슐 커피머신 내놓습니다. 신림동에서 직거래 가능합니다.,생활가전,77000,신림동,37.48271956823957,126.9251832619404,2026-05-28 17:02:03,687,67,28
909,프라이팬 사용감 적어요,프라이팬 판매합니다. 상도동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활용품,24000,상도동,37.49901340597515,126.92969780675305,2026-05-24 01:05:03,530,42,3
910,외장하드 필요하신 분 가져가세요,외장하드 판매합니다. 상도동 근처 직거래 가능하고 사용감은 적은 편입니다.,디지털기기,57000,상도동,37.500674481345236,126.9311861846025,2026-05-30 05:21:03,618,35,33
911,에어프라이어 급처합니다,에어프라이어 판매합니다. 봉천동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활가전,34000,봉천동,37.48292131724812,126.93935459477503,2026-06-04 15:56:03,282,30,4
912,통기타 필요하신 분 가져가세요,상도동에서 거래 가능한 통기타입니다. 상태 좋고 빠른 거래 원합니다.,게임/취미,142000,상도동,37.50245727651444,126.92947633113242,2026-05-12 19:15:03,517,26,10
